年月,地區,產業別,性別,年齡層,信用卡交易筆數,信用卡交易金額[新台幣]
201512,65000000,其他,1,55(含)-60歲,25121,91292103
201512,65000000,其他,1,60(含)-65歲,10386,56350614
201512,65000000,其他,1,65(含)-70歲,4111,24041453
201512,65000000,其他,1,70(含)-75歲,1303,8049234
201512,65000000,其他,1,75(含)-80歲,560,4038412
201512,65000000,其他,1,80(含)歲以上,646,3076296
201512,68000000,食,1,未滿20歲,438,811387
201512,68000000,食,1,20(含)-25歲,8428,10375320
201512,68000000,食,1,25(含)-30歲,35839,52069961
201512,68000000,食,1,30(含)-35歲,72481,104559838
201512,68000000,食,1,35(含)-40歲,94158,140986644
201512,68000000,食,1,40(含)-45歲,87092,132428123
201512,68000000,食,1,45(含)-50歲,75780,121070085
201512,68000000,食,1,50(含)-55歲,59636,93513285
201512,68000000,食,1,55(含)-60歲,40029,66437323
201512,68000000,食,1,60(含)-65歲,27809,43443466
201512,68000000,食,1,65(含)-70歲,14113,19922173
201512,68000000,食,1,70(含)-75歲,5181,7213068
201512,68000000,食,1,75(含)-80歲,2132,3039756
201512,68000000,食,1,80(含)歲以上,2025,3298710
201512,68000000,衣,1,未滿20歲,93,254980
201512,68000000,衣,1,20(含)-25歲,1697,4254934
201512,68000000,衣,1,25(含)-30歲,6454,16151082
201512,68000000,衣,1,30(含)-35歲,11970,28695702
201512,68000000,衣,1,35(含)-40歲,13939,33092242
201512,68000000,衣,1,40(含)-45歲,10704,25733167
201512,68000000,衣,1,45(含)-50歲,7376,18976273
201512,68000000,衣,1,50(含)-55歲,4796,11406176
201512,68000000,衣,1,55(含)-60歲,2526,6619688
201512,68000000,衣,1,60(含)-65歲,1444,3767186
201512,68000000,衣,1,65(含)-70歲,608,1505051
201512,68000000,衣,1,70(含)-75歲,193,534722
201512,68000000,衣,1,75(含)-80歲,60,204290
201512,68000000,衣,1,80(含)歲以上,144,348329
201512,68000000,住,1,未滿20歲,127,1462123
201512,68000000,住,1,20(含)-25歲,1739,4967359
201512,68000000,住,1,25(含)-30歲,7780,27182258
201512,68000000,住,1,30(含)-35歲,14942,68543432
201512,68000000,住,1,35(含)-40歲,17496,68424290
201512,68000000,住,1,40(含)-45歲,15406,66469177
201512,68000000,住,1,45(含)-50歲,13128,60011531
201512,68000000,住,1,50(含)-55歲,9983,48425927
201512,68000000,住,1,55(含)-60歲,6526,39513956
201512,68000000,住,1,60(含)-65歲,4124,23940484
201512,68000000,住,1,65(含)-70歲,1885,9938822
201512,68000000,住,1,70(含)-75歲,636,3683447
201512,68000000,住,1,75(含)-80歲,257,1922062
201512,68000000,住,1,80(含)歲以上,320,1334233
201512,68000000,行,1,未滿20歲,1399,2435237
201512,68000000,行,1,20(含)-25歲,16779,15748873
201512,68000000,行,1,25(含)-30歲,70299,69801078
201512,68000000,行,1,30(含)-35歲,120353,132015133
201512,68000000,行,1,35(含)-40歲,136975,160591053
201512,68000000,行,1,40(含)-45歲,118163,145668972
201512,68000000,行,1,45(含)-50歲,108818,135678636
201512,68000000,行,1,50(含)-55歲,91973,114808738
201512,68000000,行,1,55(含)-60歲,63799,85078917
201512,68000000,行,1,60(含)-65歲,39693,51581641
201512,68000000,行,1,65(含)-70歲,14775,20702723
201512,68000000,行,1,70(含)-75歲,4515,6582391
201512,68000000,行,1,75(含)-80歲,1362,2380267
201512,68000000,行,1,80(含)歲以上,1805,2624128
201512,68000000,文教康樂,1,未滿20歲,241,1124819
201512,68000000,文教康樂,1,20(含)-25歲,3692,18575381
201512,68000000,文教康樂,1,25(含)-30歲,10842,36979219
201512,68000000,文教康樂,1,30(含)-35歲,15364,53666277
201512,68000000,文教康樂,1,35(含)-40歲,18044,74764573
201512,68000000,文教康樂,1,40(含)-45歲,16560,77826100
201512,68000000,文教康樂,1,45(含)-50歲,15817,76678236
201512,68000000,文教康樂,1,50(含)-55歲,13936,69640881
201512,68000000,文教康樂,1,55(含)-60歲,10970,57886582
201512,68000000,文教康樂,1,60(含)-65歲,7866,40732122
201512,68000000,文教康樂,1,65(含)-70歲,4477,21290479
201512,68000000,文教康樂,1,70(含)-75歲,1850,7987622
201512,68000000,文教康樂,1,75(含)-80歲,872,3030187
201512,68000000,文教康樂,1,80(含)歲以上,663,2469196
201512,68000000,百貨,1,未滿20歲,474,1950626
201512,68000000,百貨,1,20(含)-25歲,5832,17557668
201512,68000000,百貨,1,25(含)-30歲,25359,71436215
201512,68000000,百貨,1,30(含)-35歲,44159,124761417
201512,68000000,百貨,1,35(含)-40歲,52432,153992016
201512,68000000,百貨,1,40(含)-45歲,45895,144601898
201512,68000000,百貨,1,45(含)-50歲,37832,129519525
201512,68000000,百貨,1,50(含)-55歲,30331,113549581
201512,68000000,百貨,1,55(含)-60歲,20784,80801509
201512,68000000,百貨,1,60(含)-65歲,13113,55099203
201512,68000000,百貨,1,65(含)-70歲,5589,21953299
201512,68000000,百貨,1,70(含)-75歲,1803,6529607
201512,68000000,百貨,1,75(含)-80歲,618,2051230
201512,68000000,百貨,1,80(含)歲以上,671,2213255
201512,68000000,其他,1,未滿20歲,164,1009505
201512,68000000,其他,1,20(含)-25歲,3189,14090583
201512,68000000,其他,1,25(含)-30歲,13170,66131251
201512,68000000,其他,1,30(含)-35歲,25239,125842341
201512,68000000,其他,1,35(含)-40歲,29470,155566123
201512,68000000,其他,1,40(含)-45歲,24387,148015968
201512,68000000,其他,1,45(含)-50歲,20352,133193462
201512,68000000,其他,1,50(含)-55歲,16224,117265485
201512,68000000,其他,1,55(含)-60歲,11227,92373652
201512,68000000,其他,1,60(含)-65歲,7317,62626422
201512,68000000,其他,1,65(含)-70歲,3260,27750394
201512,68000000,其他,1,70(含)-75歲,1078,9491963
201512,68000000,其他,1,75(含)-80歲,433,3471892
201512,68000000,其他,1,80(含)歲以上,581,9475502
201512,66000000,食,1,未滿20歲,477,934927
201512,66000000,食,1,20(含)-25歲,7044,8762483
201512,66000000,食,1,25(含)-30歲,28647,47306869
201512,66000000,食,1,30(含)-35歲,53546,97966662
201512,66000000,食,1,35(含)-40歲,62753,119510532
201512,66000000,食,1,40(含)-45歲,56430,106639578
201512,66000000,食,1,45(含)-50歲,54140,103068661
201512,66000000,食,1,50(含)-55歲,43531,83317769
201512,66000000,食,1,55(含)-60歲,28683,61773310
201512,66000000,食,1,60(含)-65歲,20302,43041577
201512,66000000,食,1,65(含)-70歲,10415,18053414
201512,66000000,食,1,70(含)-75歲,4019,6846765
201512,66000000,食,1,75(含)-80歲,2162,3564427
201512,66000000,食,1,80(含)歲以上,1286,2032396
201512,66000000,衣,1,未滿20歲,116,242168
201512,66000000,衣,1,20(含)-25歲,1677,3939073
201512,66000000,衣,1,25(含)-30歲,4624,11240945
201512,66000000,衣,1,30(含)-35歲,6754,17005559
201512,66000000,衣,1,35(含)-40歲,6071,15081553
201512,66000000,衣,1,40(含)-45歲,3993,9976270
201512,66000000,衣,1,45(含)-50歲,3282,8824911
201512,66000000,衣,1,50(含)-55歲,2355,7068814
201512,66000000,衣,1,55(含)-60歲,1333,4271820
201512,66000000,衣,1,60(含)-65歲,849,2958899
201512,66000000,衣,1,65(含)-70歲,337,1125501
201512,66000000,衣,1,70(含)-75歲,104,366251
201512,66000000,衣,1,75(含)-80歲,49,117225
201512,66000000,衣,1,80(含)歲以上,57,225386
201512,66000000,住,1,未滿20歲,123,612835
201512,66000000,住,1,20(含)-25歲,1829,5837907
201512,66000000,住,1,25(含)-30歲,7084,31750704
201512,66000000,住,1,30(含)-35歲,12384,60195985
201512,66000000,住,1,35(含)-40歲,13690,66247253
201512,66000000,住,1,40(含)-45歲,11172,57830346
201512,66000000,住,1,45(含)-50歲,10013,53730984
201512,66000000,住,1,50(含)-55歲,7679,42845468
201512,66000000,住,1,55(含)-60歲,5068,35844956
201512,66000000,住,1,60(含)-65歲,3242,21315974
201512,66000000,住,1,65(含)-70歲,1406,9030377
201512,66000000,住,1,70(含)-75歲,524,3426657
201512,66000000,住,1,75(含)-80歲,206,1030496
201512,66000000,住,1,80(含)歲以上,218,1261291
201512,66000000,行,1,未滿20歲,345,216580
201512,66000000,行,1,20(含)-25歲,6054,3855035
201512,66000000,行,1,25(含)-30歲,24904,18537742
201512,66000000,行,1,30(含)-35歲,46581,37500926
201512,66000000,行,1,35(含)-40歲,50831,45650393
201512,66000000,行,1,40(含)-45歲,43125,40568943
201512,66000000,行,1,45(含)-50歲,38893,37982069
201512,66000000,行,1,50(含)-55歲,31061,34398057
201512,66000000,行,1,55(含)-60歲,20487,22280527
201512,66000000,行,1,60(含)-65歲,12433,12685309
201512,66000000,行,1,65(含)-70歲,4594,4227335
201512,66000000,行,1,70(含)-75歲,1470,1294681
201512,66000000,行,1,75(含)-80歲,524,399188
201512,66000000,行,1,80(含)歲以上,273,335572
201512,66000000,文教康樂,1,未滿20歲,197,1521794
201512,66000000,文教康樂,1,20(含)-25歲,4335,16613429
201512,66000000,文教康樂,1,25(含)-30歲,11952,41719464
201512,66000000,文教康樂,1,30(含)-35歲,14570,64822460
201512,66000000,文教康樂,1,35(含)-40歲,14130,60758695
201512,66000000,文教康樂,1,40(含)-45歲,11648,56648101
201512,66000000,文教康樂,1,45(含)-50歲,11106,60580711
201512,66000000,文教康樂,1,50(含)-55歲,8679,55264688
201512,66000000,文教康樂,1,55(含)-60歲,5900,46296075
201512,66000000,文教康樂,1,60(含)-65歲,3732,30442154
201512,66000000,文教康樂,1,65(含)-70歲,1661,13693903
201512,66000000,文教康樂,1,70(含)-75歲,565,4251770
201512,66000000,文教康樂,1,75(含)-80歲,279,2179326
201512,66000000,文教康樂,1,80(含)歲以上,213,1196789
201512,66000000,百貨,1,未滿20歲,341,991405
201512,66000000,百貨,1,20(含)-25歲,4242,14309687
201512,66000000,百貨,1,25(含)-30歲,14944,53376380
201512,66000000,百貨,1,30(含)-35歲,23555,85023199
201512,66000000,百貨,1,35(含)-40歲,24057,84006796
201512,66000000,百貨,1,40(含)-45歲,17790,67969243
201512,66000000,百貨,1,45(含)-50歲,15027,62660190
201512,66000000,百貨,1,50(含)-55歲,10810,44286151
201512,66000000,百貨,1,55(含)-60歲,6750,35124121
201512,66000000,百貨,1,60(含)-65歲,4306,20620374
201512,66000000,百貨,1,65(含)-70歲,2288,10866609
201512,66000000,百貨,1,70(含)-75歲,684,2467234
201512,66000000,百貨,1,75(含)-80歲,370,1449556
201512,66000000,百貨,1,80(含)歲以上,312,1139043
201512,66000000,其他,1,未滿20歲,129,1017532
201512,66000000,其他,1,20(含)-25歲,3479,18664545
201512,66000000,其他,1,25(含)-30歲,13399,68503188
201512,66000000,其他,1,30(含)-35歲,24976,119056855
201512,66000000,其他,1,35(含)-40歲,36220,149189069
201512,66000000,其他,1,40(含)-45歲,34246,141167286
201512,66000000,其他,1,45(含)-50歲,30302,146395921
201512,66000000,其他,1,50(含)-55歲,23223,123554258
201512,66000000,其他,1,55(含)-60歲,15688,91016639
201512,66000000,其他,1,60(含)-65歲,10482,59396112
201512,66000000,其他,1,65(含)-70歲,5025,27733044
201512,66000000,其他,1,70(含)-75歲,1777,10434355
201512,66000000,其他,1,75(含)-80歲,896,5615659
201512,66000000,其他,1,80(含)歲以上,626,4570189
201512,67000000,食,1,未滿20歲,351,711441
201512,67000000,食,1,20(含)-25歲,5388,6884000
201512,67000000,食,1,25(含)-30歲,21488,31467524
201512,67000000,食,1,30(含)-35歲,41776,61061709
201512,67000000,食,1,35(含)-40歲,51276,78339080
201512,67000000,食,1,40(含)-45歲,45362,66645871
201512,67000000,食,1,45(含)-50歲,44271,64665164
201512,67000000,食,1,50(含)-55歲,37355,55709193
201512,67000000,食,1,55(含)-60歲,24920,38979592
201512,67000000,食,1,60(含)-65歲,18729,27728420
201512,67000000,食,1,65(含)-70歲,10316,13147742
201512,67000000,食,1,70(含)-75歲,4082,5025316
201512,67000000,食,1,75(含)-80歲,2112,2377863
201512,67000000,食,1,80(含)歲以上,1244,1442317
201512,67000000,衣,1,未滿20歲,69,215314
201512,67000000,衣,1,20(含)-25歲,1044,2535381
201512,67000000,衣,1,25(含)-30歲,3260,7669965
201512,67000000,衣,1,30(含)-35歲,5874,13490680
201512,67000000,衣,1,35(含)-40歲,6520,14871179
201512,67000000,衣,1,40(含)-45歲,4622,10103823
201512,67000000,衣,1,45(含)-50歲,3881,9179925
201512,67000000,衣,1,50(含)-55歲,2555,6625264
201512,67000000,衣,1,55(含)-60歲,1418,4220014
201512,67000000,衣,1,60(含)-65歲,878,2402347
201512,67000000,衣,1,65(含)-70歲,337,872585
201512,67000000,衣,1,70(含)-75歲,117,271019
201512,67000000,衣,1,75(含)-80歲,58,208961
201512,67000000,衣,1,80(含)歲以上,50,245642
201512,67000000,住,1,未滿20歲,104,741703
201512,67000000,住,1,20(含)-25歲,1235,4774545
201512,67000000,住,1,25(含)-30歲,6045,23305154
201512,67000000,住,1,30(含)-35歲,11281,46929819
201512,67000000,住,1,35(含)-40歲,13142,54558782
201512,67000000,住,1,40(含)-45歲,11559,50864669
201512,67000000,住,1,45(含)-50歲,10774,48116313
201512,67000000,住,1,50(含)-55歲,8285,41194194
201512,67000000,住,1,55(含)-60歲,5621,28236250
201512,67000000,住,1,60(含)-65歲,3837,23111339
201512,67000000,住,1,65(含)-70歲,1845,9456924
201512,67000000,住,1,70(含)-75歲,657,3102019
201512,67000000,住,1,75(含)-80歲,355,1438374
201512,67000000,住,1,80(含)歲以上,216,1097368
201512,67000000,行,1,未滿20歲,1107,1171433
201512,67000000,行,1,20(含)-25歲,13646,7643835
201512,67000000,行,1,25(含)-30歲,55760,36258490
201512,67000000,行,1,30(含)-35歲,92416,66363561
201512,67000000,行,1,35(含)-40歲,101849,79995631
201512,67000000,行,1,40(含)-45歲,85288,75647977
201512,67000000,行,1,45(含)-50歲,80441,72932280
201512,67000000,行,1,50(含)-55歲,67482,64236588
201512,67000000,行,1,55(含)-60歲,47915,45318976
201512,67000000,行,1,60(含)-65歲,30505,28813197
201512,67000000,行,1,65(含)-70歲,12599,10918125
201512,67000000,行,1,70(含)-75歲,4189,3810661
201512,67000000,行,1,75(含)-80歲,1596,1310365
201512,67000000,行,1,80(含)歲以上,979,808930
201512,67000000,文教康樂,1,未滿20歲,203,926676
201512,67000000,文教康樂,1,20(含)-25歲,3223,8863581
201512,67000000,文教康樂,1,25(含)-30歲,9712,30548289
201512,67000000,文教康樂,1,30(含)-35歲,13269,47294949
201512,67000000,文教康樂,1,35(含)-40歲,13016,52017843
201512,67000000,文教康樂,1,40(含)-45歲,10471,46506893
201512,67000000,文教康樂,1,45(含)-50歲,9000,46666162
201512,67000000,文教康樂,1,50(含)-55歲,6916,42429526
201512,67000000,文教康樂,1,55(含)-60歲,4315,32465132
201512,67000000,文教康樂,1,60(含)-65歲,2916,21122116
201512,67000000,文教康樂,1,65(含)-70歲,1317,10353724
201512,67000000,文教康樂,1,70(含)-75歲,442,4051556
201512,67000000,文教康樂,1,75(含)-80歲,217,1443111
201512,67000000,文教康樂,1,80(含)歲以上,195,1782319
201512,67000000,百貨,1,未滿20歲,259,613428
201512,67000000,百貨,1,20(含)-25歲,4340,9337364
201512,67000000,百貨,1,25(含)-30歲,15430,37063187
201512,67000000,百貨,1,30(含)-35歲,22674,51407834
201512,67000000,百貨,1,35(含)-40歲,22028,47625280
201512,67000000,百貨,1,40(含)-45歲,15642,38446132
201512,67000000,百貨,1,45(含)-50歲,12701,32974531
201512,67000000,百貨,1,50(含)-55歲,8940,25050865
201512,67000000,百貨,1,55(含)-60歲,5103,18818017
201512,67000000,百貨,1,60(含)-65歲,3407,10335609
201512,67000000,百貨,1,65(含)-70歲,1666,7985817
201512,67000000,百貨,1,70(含)-75歲,597,1556293
201512,67000000,百貨,1,75(含)-80歲,301,736544
201512,67000000,百貨,1,80(含)歲以上,200,633738
201512,67000000,其他,1,未滿20歲,153,566059
201512,67000000,其他,1,20(含)-25歲,2282,9461151
201512,67000000,其他,1,25(含)-30歲,8753,39007975
201512,67000000,其他,1,30(含)-35歲,15055,71797934
201512,67000000,其他,1,35(含)-40歲,16840,89361713
201512,67000000,其他,1,40(含)-45歲,13547,70494876
201512,67000000,其他,1,45(含)-50歲,12761,69921882
201512,67000000,其他,1,50(含)-55歲,9833,56488063
201512,67000000,其他,1,55(含)-60歲,6365,44235928
201512,67000000,其他,1,60(含)-65歲,4300,26389394
201512,67000000,其他,1,65(含)-70歲,2133,13889769
201512,67000000,其他,1,70(含)-75歲,648,4297703
201512,67000000,其他,1,75(含)-80歲,293,1544901
201512,67000000,其他,1,80(含)歲以上,282,2089572
201512,64000000,食,1,未滿20歲,748,1551567
201512,64000000,食,1,20(含)-25歲,11684,16224775
201512,64000000,食,1,25(含)-30歲,41257,61578983
201512,64000000,食,1,30(含)-35歲,75796,121632181
201512,64000000,食,1,35(含)-40歲,92087,145046149
201512,64000000,食,1,40(含)-45歲,84345,140256300
201512,64000000,食,1,45(含)-50歲,84006,142447705
201512,64000000,食,1,50(含)-55歲,71147,124930242
201512,64000000,食,1,55(含)-60歲,53131,96009509
201512,64000000,食,1,60(含)-65歲,42122,74243323
201512,64000000,食,1,65(含)-70歲,23550,36481892
201512,64000000,食,1,70(含)-75歲,9052,12125301
201512,64000000,食,1,75(含)-80歲,4518,5933119
201512,64000000,食,1,80(含)歲以上,3620,6766036
201512,64000000,衣,1,未滿20歲,178,549411
201512,64000000,衣,1,20(含)-25歲,2601,5496965
201512,64000000,衣,1,25(含)-30歲,6621,14791617
201512,64000000,衣,1,30(含)-35歲,10335,22755563
201512,64000000,衣,1,35(含)-40歲,10266,21678684
201512,64000000,衣,1,40(含)-45歲,7126,14472509
201512,64000000,衣,1,45(含)-50歲,5884,13072514
201512,64000000,衣,1,50(含)-55歲,3999,9089750
201512,64000000,衣,1,55(含)-60歲,2490,6310410
201512,64000000,衣,1,60(含)-65歲,1588,4095666
201512,64000000,衣,1,65(含)-70歲,704,2112508
201512,64000000,衣,1,70(含)-75歲,222,600682
201512,64000000,衣,1,75(含)-80歲,87,220046
201512,64000000,衣,1,80(含)歲以上,120,421798
201512,64000000,住,1,未滿20歲,241,2321962
201512,64000000,住,1,20(含)-25歲,2515,8245512
201512,64000000,住,1,25(含)-30歲,10506,38119902
201512,64000000,住,1,30(含)-35歲,18726,72180303
201512,64000000,住,1,35(含)-40歲,22099,90114310
201512,64000000,住,1,40(含)-45歲,19861,84077898
201512,64000000,住,1,45(含)-50歲,19228,87038755
201512,64000000,住,1,50(含)-55歲,15013,70546684
201512,64000000,住,1,55(含)-60歲,10879,60210637
201512,64000000,住,1,60(含)-65歲,7512,42147633
201512,64000000,住,1,65(含)-70歲,3340,16248649
201512,64000000,住,1,70(含)-75歲,1153,5793878
201512,64000000,住,1,75(含)-80歲,484,2548957
201512,64000000,住,1,80(含)歲以上,473,4094541
201512,64000000,行,1,未滿20歲,1742,1424797
201512,64000000,行,1,20(含)-25歲,21541,12050749
201512,64000000,行,1,25(含)-30歲,70514,48450525
201512,64000000,行,1,30(含)-35歲,115162,86080953
201512,64000000,行,1,35(含)-40歲,127932,105899650
201512,64000000,行,1,40(含)-45歲,112348,105723685
201512,64000000,行,1,45(含)-50歲,111003,108265769
201512,64000000,行,1,50(含)-55歲,93542,95115583
201512,64000000,行,1,55(含)-60歲,69640,69199394
201512,64000000,行,1,60(含)-65歲,47667,48130789
201512,64000000,行,1,65(含)-70歲,21501,20465244
201512,64000000,行,1,70(含)-75歲,6734,6773753
201512,64000000,行,1,75(含)-80歲,2496,2063355
201512,64000000,行,1,80(含)歲以上,1773,1900104
201512,64000000,文教康樂,1,未滿20歲,350,2537421
201512,64000000,文教康樂,1,20(含)-25歲,7169,18855606
201512,64000000,文教康樂,1,25(含)-30歲,19452,57530217
201512,64000000,文教康樂,1,30(含)-35歲,24642,89452032
201512,64000000,文教康樂,1,35(含)-40歲,23007,95453889
201512,64000000,文教康樂,1,40(含)-45歲,17759,89436599
201512,64000000,文教康樂,1,45(含)-50歲,15214,89948088
201512,64000000,文教康樂,1,50(含)-55歲,11363,84748242
201512,64000000,文教康樂,1,55(含)-60歲,7372,80844870
201512,64000000,文教康樂,1,60(含)-65歲,4962,48688281
201512,64000000,文教康樂,1,65(含)-70歲,2435,23600834
201512,64000000,文教康樂,1,70(含)-75歲,723,7177529
201512,64000000,文教康樂,1,75(含)-80歲,346,4407456
201512,64000000,文教康樂,1,80(含)歲以上,401,3955562
201512,64000000,百貨,1,未滿20歲,513,1872809
201512,64000000,百貨,1,20(含)-25歲,8273,18857077
201512,64000000,百貨,1,25(含)-30歲,28961,86411597
201512,64000000,百貨,1,30(含)-35歲,46239,124382689
201512,64000000,百貨,1,35(含)-40歲,49746,134135040
201512,64000000,百貨,1,40(含)-45歲,38172,103802125
201512,64000000,百貨,1,45(含)-50歲,33400,99845308
201512,64000000,百貨,1,50(含)-55歲,25399,80004846
201512,64000000,百貨,1,55(含)-60歲,18043,65254693
201512,64000000,百貨,1,60(含)-65歲,12641,39351352
201512,64000000,百貨,1,65(含)-70歲,6109,17448366
201512,64000000,百貨,1,70(含)-75歲,2211,6489902
201512,64000000,百貨,1,75(含)-80歲,1140,3227953
201512,64000000,百貨,1,80(含)歲以上,816,2348978
201512,64000000,其他,1,未滿20歲,230,1422755
201512,64000000,其他,1,20(含)-25歲,5720,20822741
201512,64000000,其他,1,25(含)-30歲,20045,75718350
201512,64000000,其他,1,30(含)-35歲,34165,129357520
201512,64000000,其他,1,35(含)-40歲,42262,159102602
201512,64000000,其他,1,40(含)-45歲,38344,146507137
201512,64000000,其他,1,45(含)-50歲,35977,152330659
201512,64000000,其他,1,50(含)-55歲,27611,123969118
201512,64000000,其他,1,55(含)-60歲,19499,101236655
201512,64000000,其他,1,60(含)-65歲,13417,74133681
201512,64000000,其他,1,65(含)-70歲,6165,34159998
201512,64000000,其他,1,70(含)-75歲,2167,14479875
201512,64000000,其他,1,75(含)-80歲,900,5846594
201512,64000000,其他,1,80(含)歲以上,850,7953514
201601,63000000,食,1,未滿20歲,3913,9658505
201601,63000000,食,1,20(含)-25歲,48705,52106255
201601,63000000,食,1,25(含)-30歲,201108,228938256
201601,63000000,食,1,30(含)-35歲,385782,449018947
201601,63000000,食,1,35(含)-40歲,495671,577686605
201601,63000000,食,1,40(含)-45歲,466932,562534527
201601,63000000,食,1,45(含)-50歲,436791,559642547
201601,63000000,食,1,50(含)-55歲,367823,508916667
201601,63000000,食,1,55(含)-60歲,269534,401368126
201601,63000000,食,1,60(含)-65歲,207157,314161692
201601,63000000,食,1,65(含)-70歲,119082,180492680
201601,63000000,食,1,70(含)-75歲,45993,68637347
201601,63000000,食,1,75(含)-80歲,24761,37235891
201601,63000000,食,1,80(含)歲以上,18762,30886269
201601,63000000,衣,1,未滿20歲,803,2166662
201601,63000000,衣,1,20(含)-25歲,9639,23757341
201601,63000000,衣,1,25(含)-30歲,25569,67734496
201601,63000000,衣,1,30(含)-35歲,34949,98959010
201601,63000000,衣,1,35(含)-40歲,32673,92718885
201601,63000000,衣,1,40(含)-45歲,22926,68647331
201601,63000000,衣,1,45(含)-50歲,19262,62031663
201601,63000000,衣,1,50(含)-55歲,14368,49235624
201601,63000000,衣,1,55(含)-60歲,8971,39430474
201601,63000000,衣,1,60(含)-65歲,6137,26345440
201601,63000000,衣,1,65(含)-70歲,3155,14942656
201601,63000000,衣,1,70(含)-75歲,1126,4851965
201601,63000000,衣,1,75(含)-80歲,530,1985254
201601,63000000,衣,1,80(含)歲以上,545,2310075
201601,63000000,住,1,未滿20歲,696,10194634
201601,63000000,住,1,20(含)-25歲,6894,23288849
201601,63000000,住,1,25(含)-30歲,26181,109060961
201601,63000000,住,1,30(含)-35歲,45241,231491345
201601,63000000,住,1,35(含)-40歲,51935,274571836
201601,63000000,住,1,40(含)-45歲,47489,252825839
201601,63000000,住,1,45(含)-50歲,44142,233695850
201601,63000000,住,1,50(含)-55歲,39126,231957729
201601,63000000,住,1,55(含)-60歲,29049,188056252
201601,63000000,住,1,60(含)-65歲,22641,166945811
201601,63000000,住,1,65(含)-70歲,13132,95559652
201601,63000000,住,1,70(含)-75歲,4833,29206272
201601,63000000,住,1,75(含)-80歲,2505,15791605
201601,63000000,住,1,80(含)歲以上,2116,13531502
201601,63000000,行,1,未滿20歲,7402,6823599
201601,63000000,行,1,20(含)-25歲,119083,65883530
201601,63000000,行,1,25(含)-30歲,462737,290620641
201601,63000000,行,1,30(含)-35歲,802285,545935507
201601,63000000,行,1,35(含)-40歲,873184,652934947
201601,63000000,行,1,40(含)-45歲,731509,593963150
201601,63000000,行,1,45(含)-50歲,679407,571127618
201601,63000000,行,1,50(含)-55歲,576207,484326482
201601,63000000,行,1,55(含)-60歲,435725,362313914
201601,63000000,行,1,60(含)-65歲,296736,243977686
201601,63000000,行,1,65(含)-70歲,126081,99221746
201601,63000000,行,1,70(含)-75歲,37235,29621193
201601,63000000,行,1,75(含)-80歲,13500,10675878
201601,63000000,行,1,80(含)歲以上,9247,7992975
201601,63000000,文教康樂,1,未滿20歲,3405,22312350
201601,63000000,文教康樂,1,20(含)-25歲,51994,173501408
201601,63000000,文教康樂,1,25(含)-30歲,148035,463977827
201601,63000000,文教康樂,1,30(含)-35歲,194470,758264610
201601,63000000,文教康樂,1,35(含)-40歲,185438,887706275
201601,63000000,文教康樂,1,40(含)-45歲,148790,966331195
201601,63000000,文教康樂,1,45(含)-50歲,128479,1025516506
201601,63000000,文教康樂,1,50(含)-55歲,94582,877987156
201601,63000000,文教康樂,1,55(含)-60歲,56489,613978189
201601,63000000,文教康樂,1,60(含)-65歲,37036,417367364
201601,63000000,文教康樂,1,65(含)-70歲,18692,210436937
201601,63000000,文教康樂,1,70(含)-75歲,6204,84522058
201601,63000000,文教康樂,1,75(含)-80歲,2797,35577762
201601,63000000,文教康樂,1,80(含)歲以上,3364,32009103
201601,63000000,百貨,1,未滿20歲,1623,6256418
201601,63000000,百貨,1,20(含)-25歲,22503,52531158
201601,63000000,百貨,1,25(含)-30歲,88404,246054714
201601,63000000,百貨,1,30(含)-35歲,156054,438451667
201601,63000000,百貨,1,35(含)-40歲,183786,519410918
201601,63000000,百貨,1,40(含)-45歲,149890,436427269
201601,63000000,百貨,1,45(含)-50歲,122497,373295856
201601,63000000,百貨,1,50(含)-55歲,87204,290124137
201601,63000000,百貨,1,55(含)-60歲,53402,204115352
201601,63000000,百貨,1,60(含)-65歲,37679,149180385
201601,63000000,百貨,1,65(含)-70歲,20030,70193180
201601,63000000,百貨,1,70(含)-75歲,7466,27972619
201601,63000000,百貨,1,75(含)-80歲,3878,11803021
201601,63000000,百貨,1,80(含)歲以上,4319,12962518
201601,63000000,其他,1,未滿20歲,8953,19073059
201601,63000000,其他,1,20(含)-25歲,139065,303414386
201601,63000000,其他,1,25(含)-30歲,563930,1210774075
201601,63000000,其他,1,30(含)-35歲,1016535,2304527681
201601,63000000,其他,1,35(含)-40歲,1263497,3202426865
201601,63000000,其他,1,40(含)-45歲,1083800,3119570225
201601,63000000,其他,1,45(含)-50歲,909093,3019367853
201601,63000000,其他,1,50(含)-55歲,650347,2596896357
201601,63000000,其他,1,55(含)-60歲,403231,1836874476
201601,63000000,其他,1,60(含)-65歲,252941,1285952253
201601,63000000,其他,1,65(含)-70歲,105098,596883622
201601,63000000,其他,1,70(含)-75歲,32089,194363976
201601,63000000,其他,1,75(含)-80歲,12727,73498707
201601,63000000,其他,1,80(含)歲以上,16555,102336448
201601,65000000,食,1,未滿20歲,853,1739986
201601,65000000,食,1,20(含)-25歲,14317,16611579
201601,65000000,食,1,25(含)-30歲,59647,83192629
201601,65000000,食,1,30(含)-35歲,128188,192494996
201601,65000000,食,1,35(含)-40歲,174646,280765841
201601,65000000,食,1,40(含)-45歲,163187,263166455
